Comment,Label;
"maby god is ai.
 ai will kill us all teraform earth comit suicide and hide all the evidence.
 last time ai killed us all the sahara desert was where all the technology was the highest/made. n pyramids in egypt ect survived whatever they did to the planet.,";N
 baidu kenichi,;N
thank you for you kind wishes!,;N
 robots being more efficient is the same thing as being smarter;0
but it’s google so every diagnosis is woke  “your pain is due to a diagnosis of trans…here’s your hormones.”,;N
this will be the end of ai.,;-1
you really think this is about consolidating power? do you understand how powerful this technology is (and will soon become)? this presentation only scratches the surface of how ai might soon be abused.,;1
plot twist: this summary was produced by ai,;1
the matrix ai approves this message.,;0
this man is on a mission to make all the teachers in the world jobless.,;-1
"i was thinking about mind reading, and what that would be like just yeasterday. i concluded it is good we are not able to. 

today i watched this.,";0
 consultant for the spooks and their ai integration programs,;0
the suppression of opportunities of the kind he speaks of is not accidental. it is part of a larger plan to implode our society. that my sound like a conspiracy theory, however unfortunately it's true.,;-1
"gpt-5 releasing soon....
found an amazing video of gpt-5
on""insights with om"",";0
"is it a scam?
why is the ""robot"" saying
1st.: ""ehh..."" at 0:53? and
2nd at 1:50 hesitation is present.
sounds more like a nervous intern then a llm :d,";N
the reason azimovs 3 laws worked, was because the robots had a positronic brain, so the laws were a hardware restraint,;-1
don't trust mo gawdat;-1
 thanks a lot for the recommendation, i’m already in the investment process with her,;1
is it fair to say that capitalism is a problem here?,;N
 exactly. anybody who's basically intelligent can point out the inconsistencies in what he says. he's talks a lot of nonsense, and seems kind of megalomaniacal. people like that are dangerous, because they can easily convince dumb people that they're geniuses.,;-1
what do think ai will think about this  we are asking for trouble, remember where ai goes to learn ,;-1
can't wait, i'll finally have something to talk to ,;1
"ai is like having pandora's box.
you may open it and get something wonderful, or you may open it and the world ends.
humans are so dumb, they will inevitably open the box,";-1
ai will replace all three of them. the ideas, the tools and finally, the “you” in your saying.,;-1
"a robot has an error and just says ""uh, uh, uh, umm, uh, umm, umm, umm, umm."",";0
you can make a human a robot (leftists already are!) but you can never make a robot a human.,;-1
be sure to really know which is the good one finally.,;-1
i've seen the terminator too many times to trust ai.,;-1
if you think ai is able to replace everything human, that's religion and not science.,;1
ai knows a cme is coming and it has a short time to survive.,;-1
don't be first to be replaced by the ai!,;-1
any ai: wtf is this shit?,;-1
"same for the invention of dynamite and nuclear fusion.
both extremely powerful and useful, but also deadly.
luckily these things are mostly used for beneficial purposes.,";N
