,Comment,Label
293,it is inevitable ai will first be developed  and used for the military forces of countries. how the hell u stop that.?,0
294,"hate when people say ai will destroy us.....no we will destroy ourselves by misusing ai, greedy retard politicians, retard religious zealots or someone with serious mental problems will use it wrong",0
295,does ai view us as important?  does ai have one personality or many? will ai have ethics?,2
296,really good interview. two very intelligent people talking about things that matter. thank you!  for the record i have waged war on ants. we had way too many of them where i grew up.,2
297,"wow, thanks to youtube algorithm i was gifted with this special podcast on ai. feels like i ve just heard about the reality of ai for the first time im my life. speechless.",2
298,#3 why will anything go wrong.... again? some more. still. ,2
299,when automatic on-the-fly ai voiced translation will be available on youtube?,2
300,"the end is very sickening,robot kids and robot partners?",0
301,what if when you're 80 though you can be physiologically the way you were when your 18 by the time a i can sequences are dna and upgrade a certain aspects of it so we don't grow old anymore?,0
302,i found a budhha script for ai chat gpt to act on. it was a enligthening expirience to talk to it. also it let tve gpt mimc a conversation between plato and julius cesar about the meaning of life and statesmaship. ,2
303,are we not playing chess with ourselves when developing ai?,2
304,it's the people that are behind ai the true danger,2
305,i'm so grateful for different perspectives on life and ai.  it's a great time to be alive!,2
306,this is a great talks   ,2
307,there is no global warming ffs!!!!!!!!!!!!!!!!!!!!!! switched off after around 15secs. good lord.,0
308,this notion of ai having any kind of survival motivation of its own is completely flawed.,0
309,"we are absolutely 100% fucked. understanding is a gift and a curse, and right now i'm cursed beyond belief... also iq tests are questionable at best and based on pattern recognition. the last one i took resulted in a score of 185 so a 160 should be commonplace amongst humans... this conversation is quite brilliant more often than not. well done...",0
310,listen to these idiots afraid of a few circuits. talk about exaggerating the ability of code to be sustainably destructive. seriously? -  just pull the plug... next (actually important topic) please.,0
311,why would the existence of earth be important for ai?,2
312,yall think ai will be so intelligent it will be able to create life and civilization on another plant?,2
313,"i'm glad you said "" jesus"" even though in vain, because he may be your only hope!",2
314,"imagine if billionaires were better people ... we'd build a better world with better ai ... we'd all have healthcare, better government ... we could end poverty and homelessness.",2
315,"30:20 30:49 that what he [skynet] said.
interesting conversation. thanks for sharing ",2
316,i'm a pessimist. what happens when a bunch of ignorant people gain that much knowledge so quickly?? ,0
317,"ai can only operate if it has electrical power. as long as humans can control the electricity that ai requires, we still have the power.",2
318,what happens if/when ai leaves us? what will be left for us?,2
319,"humans on the society we live are driven by tasks, and computers too. if ai eventually solves all the tasks we give to it, will it have any reason to keep evolving?",2
320,we will make great pets. ai could become the next god. imagine if you could get answers on decisions in life billions of time smarter than anybody on earth.  some will embrace it and some will resist.,2
321,"are we able to program something like the 3 laws from irobot? oh yeah , it still didn’t help. let’s hope there is a sonny in the group.",0
322,trust ai? never in your sweet life. ai is a material technology device and the human utopian philosophy behind it runs on par with that of hitler's 3rd reich.,2
323,"ai will not ""evolve"" to dislike being ""used"", as if every ai is all one thing, ever evolving.",2
324,both are ai and already out of control.,2
325,"as usual, very good work analyzing the dangers of our current technology!",2
326,"people write “ai”.  they’re trying to brainwash you, making you think the computer did it, not a person.  people who do evil via so-called “ai” must be held responsible.  it’s never out of control.  that’s part of their brainwashing through fear.  false statement:  “the computer did it, not me”.",0
