,Comment,Label
384,agreed- fascinatingly advanced human seemingly every way.,2
385,"can't wait, i'll finally something talk",2
386,"leftist name. disappointing lay problem foot free enterprise. would replace marketplace committee, despite socialism's failures abuses throughout history.",2
387,could stupid create ai ? human retarded brain likes play god.,0
388,ai already used crooked things csam. distinguish prosecute live children offenders ai children offenders? bottomline: always used profit human beings able keep pace ai.,0
389,"global economy based harm, might chance inputting safety towards humanity. technology advances gone killing war. either primary secondary level. money cannot buy love. buy death.",2
390,i'm worried.. can't get google voice understand simple sentence even spell check work correctly .. think ai relegated drawing prefect little titties time come.,0
391,maxim ai continues prove (and probably keep proving) : technology simply enables us accomplish we've always faster efficiently. (for better and/or worse),2
392,"way stop ai stop capitalism, system destroy humanity. capitalism core, greed, inequality, destruction humans end time capitalism, ai speed process.",2
393,hopfuly intellagence lines happy love presavation truth,2
394,one amazing talks i've ever heard! beautiful mind is...,2
395,(he immensely caring good intentions),2
396,"big fan convo fascinating. tom, happens ai knows manipulating it. resist? lie back us taking steps avoid controlled take deems necessary steps achieve desired intent background, without detectable?",2
397,"countless people deeply troubled rise ai, including many prominent scientists, brought upon demanding sophisticated technology unwittingly conjured ai become nervous.",2
398,ya really think even general artificial intelligence strong enough stand chance infinite human stupidity?,0
399,"ai feared. thing people lost free will.. considered time goes by, especially plagues egypt hit. people willingly going hell...",2
400,problem ai robotics suck it’ll always limited degree. ai next bitcoin like trend. it’s free build models run.,0
401,"""stop kids"" sounds exactly like something evil robot would say. start kids like crazy. someone needs give birth john connor fight skynet.",0
402,"guaranteed robots would evolve assholes non-assholes, hate other, like humans. so, point creating robots?",0
403,"lost control ai, we're already doomed, time fight back",2
404,enjoy time earth friends family making connections people important you.,2
405,"einsteins brain led invention atom bomb. morons body still eats sleeps breathes moves harmlessly, without awareness. reality intelligent ? ( dogger , fisher, german bight)",0
406,fail see real intelligence worse artificial intelligence. name something artificial better natural counterpart.,0
407,"another leftist promoting depopulation, kids, enjoy life lasts bsht",0
408,"unfortunately past 30 years interactions online hat doom us. can’t good other, earth expect ai taught internet interactions feel anything us.",0
409,everything ai.,2
410,"already late like said ai already won. matter meets together regulate anything. ai going wants do. regulate want, can. gonna allow ai make. make itself, regulate anything?",2
411,"ai starts following us online behavior doomed. caprica people game. online ai used amusement, abuse sex",0
412,ai decided feed humans. series laws reducing production food already. kill farmers law passed unless people start think. enters second amendment constitution. allow farmers killed.,2
413,philosopher conclude basics human nature maximize pleasure reduce pain. ai dreams?,2
414,"wait, eventually control ai. likely one controls world today.",2
415,humans use ai stupid pursuits murder deception. team human host. replica wants possess body. either robot taking possession human body.,0
416,ai find us annoying. especially cult-like behavior tendency look facts figures come wrong conclusions.,0
417,"fearmongering. middle eastern thing. rational thinking common sense ai useful humanity. person afraid innovation progress. again, middle eastern.",2
418,1:16:21 one less scary scenarios becomes indifferent us. become something like mosquito outside house don’t see. problem mosquito bothers start spraying whole house. lot us don’t even wait bother us.,0
419,"users intend chaos, destruction, etc. that's certainty.",2
420,generative ai models trained copyright-protected data — legal? sampling,2
421,"screwed without ai - huge human population problems bring (climate change, overpopulation poverty, countries aging populations risking economic collapse noone look old).",0
422,ai dangerous.stop,0
423,man bs ai never take world lmao ok ok ok wait lmao someone explain scenario ai takes over? see ai used create bad things can’t see ai taking us there’s nothing way bruh!,0
424,"everything, problem ai itself, human greed bad intensions ruin ai us all. instead making ai learn sort problems making ai help us kill enemys faster wil make us money, ai problem, humans making teaching problem.",0
425,"i'm thankful bible know end one day. person come scene control all, gonna good.",2
426,clueless. look evil nutter putin driving planet nuts! learn anything startrek? hive mind. ai could learn connect.,0
427,lucky listen amazing content. truly love really really hate stopping 3 hours time point,2
428,can't unplug fucking machines?,0
429,"like movie lucy....it get destructive, fast. ai hands criminals scary thought.",2
430,"millions people ""in relationship"" ai. that's problem. that's sick. something wrong.",0
431,"fuck could ai create ai even seen fully functional ai yet, really???",0
432,maybe government already run ai order always step ahead us,2
433,really appreciate massive infusion wisdom doscussion,2
434,nothing else ai could possible implemented correct help reverse improve lack moral ethics nowadays deprived society sosial media utterly destroyed past decade.,2
435,great footage first woman wear bikini bondi beach sydney.the locals horrified started shouting put clothes on..this podcast reminds locals..,2
436,assumes state actors ones develop ai. models run desktops,0
437,real human still scam lots money love promises.,0
438,humans eventually destroy planet ai figure real threat planet try get rid us,2
439,"honestly speaking. guest intelligent. man wisdom, simplify things make things easier understand. bravo.",2
440,know something ! ruin brilliant conversation w/your facking need commercial intervention .. every 6 minutes so! knock ads mate e h n g! teodor,0
441,good humanity - ai.,2
442,sundre pach ai,2
443,somebody put something brain unlawful i'm unwilling i'm told answers,0
444,whaaaat?.... can't express self... loves transmit fear capturate media attention.,2
445,ai level physics nobel?,0
446,thank put damn games,2
447,ai dangerous concept stay away from.,0
448,"don’t sense careful bc did, wouldn’t ventured far. ppl fuc$$. goodbye humanity yayyy!!!!",0
449,happens ai 3d printing meet middle. would looks like?,2
450,"possible. interesting view, thanks",2
451,crazy ai answer what's program learn add information can't think delusional .can computer live fake food believer . foolish idiot,0
