Unnamed: 0,Comment
615,"jeg tror vi kan stoppe utryddelses våpenet robottene,  vi har enda vår frie vilje og kunnskapen om denne maskinens fare for oss og naturen."
617,hvem vet om ikke robottene er målet med universets plan?  la oss be til gud om at robottene ikke vil behandle oss slik som vi har behandlet husdyrene og andre dyr. maskinene har ingen empati.  de vil ikke filosofere om mennesket føler smerte eller har bevissthet. akk og ve....
620,"kanskje......robottene vil trenge mennesket, med hud og hår...?  noe å smøre alle leddene med, ja kaldpresset olje... kanskje gorillaene kan sloss med oss mot maskinene......"
622,the idea that ai will be less prone to destruction and chaos if it has more femininity is laughable.
624,"stop this paranoia. without ai advancement, we would be extinct."
625,"unfortunately, if we still have so many drug cartels & not able to completely stop them, this discussion is futile. we need to speed up the the development of good ai. if it exists."
629,this people create ai than they go around the world telling the doomsday to came.
630,title is brainwashing that actually humanity destroyed itself. at least stupid decisions by people in power don't happen anymore when ai become independent
632,duh.  ai will cull
641,"i am just seeing the wall e movie coming true. if ai can do the thinking for humans, then humans will become stupid.. first jobs will be less, then the need for education is useless and then humans themselves are of no use. but, how will the economy run without humans??"
642,teach ai th holy bible *** thers ure solution x
645,"so by 2040s ai,(ai now)ai is going to create a utopia. thats just crazy we are going to be depending on artificial intelligence too create our utopia. people are trying to work towards being god, through ai. and what we forget that there is an actual creator. i hope not to see that day."
648,if we stop having children wouldn't that make it easier for ai to take over?
649,thanks for your time mo well worth a listen sxx bravo juliett
650,israel is one of the biggest investors of ai...that should tell you enough
654,18:50 that there tell us all we need to know ....ai will be used in for bad purposes by bad actors ....
660,when you speak about how intelligent the ai would be when the singularity happens would we be able to recognize it or if it does reach the singularity why would it even reveal itself to us?
