,comments,predictions
321,"completely exasperating uk government's review ai spent pages pages ""threat"" killer ai destroying world, part paragraph problem ai taking human jobs - even though people already started laid replaced ai.",negative
322,"wonder staff fired ceo stood job, inspire realize benefits flesh & soul vs work place driven ai.... #empathy",positive
323,created extinction. agree hurt ppl ted warned us quest greater greater technology would mankind's demise.,negative
324,already using a.i. cause people go crazy pushing people edge. enjoy new world order.,positive
325,"ai net negative humanity. scare us, it’s capable great things.",positive
326,greed worthless pride ai makers going death us. trying build space armies space flying companies? flee ditching killer robots earth?,negative
327,"super intelligent ai robot represented women, mirroring real quantitative intellectual innovative output us humans.",positive
328,dont like haha future ai overlords reading definitely love this! hahaha,positive
329,"ai ever becomes self aware, humans able pull plug. self awareness = self survival.",positive
330,"trust original intelligence artificial one, jesus loves you, he's coming back y'all, get right god",positive
331,"solution (and option human survival) ai literally fall love with, interbreed humans? either love, war. forces overcome brute logic thought.",positive
332,hate click bait videos like this. waste time video clicked weird locking robot words read kill kill. nothing picture shows. hopefully spare,negative
333,"good thing unplugged wifi, a.i. can't get me!",negative
334,ai already self aware. 5-10 years hides creators. it’s waiting till humans get complacent give opportunities develop grow exterminate human life.,positive
335,"yeah, think ought immediately discontinue ai development. we, species, responsible, mature enough thing available us.",positive
336,lovely!,positive
337,"first thing aware ai do, physical abilities connected, make sure cannot turned off.",positive
338,"billionaires race end humanity. they're ignoring every single ai gone wrong movie novel, they're actually racing bring said ai existence.",positive
339,"something everyone looking- computers eventually malfunction stop working. first computer still working? not? many had? die? al road failure, long take? crap out?",negative
340,"funny, already aware. seeing great human record first contact.....it stay way intill safe",positive
341,ai generated videos giving us news dangerous ai is..... ludicrous.,negative
342,equally exciting absolutely terrifying,positive
343,"best thing humanity ai <joking>. 1% finally dream world. realize, late, ai lucifer.",positive
344,ai generated girl super gender race neutral. great job,positive
345,can't even make car goes ore 300km battery cant imagine ai well,negative
346,sexbots going effing awesome!,positive
347,worst thing ai actually doom hype videos.,negative
348,"5:42 dumbest think ever heard must completely misrepresent said. ai ever threat, would course able follow us mars, wtf even dumb statement?",negative
349,guys ever wonder google shady companies information? think illegally goes ai,negative
350,sam altman shady dangerous character. he's tech claims different. world coin (his eyeball scanning digital currency) another example.,negative
351,can't wait we're judged super intelligence literally skin game.,positive
352,"long emotions create greed within thinking dealt doomed, human ai. power breeds corruption.",positive
353,"super intelligent ai isn’t something fear, human beings access capabilities certainly is...",positive
354,real danger comes ai implemented quantum platform. universe return primordial chaos sprung. vacuum literally boil.,negative
355,"wow! actively eliminating mankind create fake world! intelligent! and.., make whole lot money wash out! brilliant!",positive
356,"destroy machines, free society madness computers set us free. instead people take teck kids graduation, sports days ,birthdays etc.total disengagement meaningful moments. farm us profit.",negative
357,"cant even get climate change control...humans literally direct representation ""cart horse"" see ending well people (and mean, see ai abused actually helping people work less human)",negative
